occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures
0.0222,0.564,0.0196,0.421,0.0574,0,0,0,0,0,0,0.158
0.606,0.55,0.109,0.421,0.226,0,0,0,0,0,0.817,0.447
0.394,0.555,0.0817,0.421,0.162,0,0,0,0,0,0.35,0.226
0.333,0.557,0.0784,0.421,0.144,0,0,0,0,0,0,0.226
0.439,0.56,0.107,0.421,0.173,0,0,0,0,0,0,0.0451
0.561,0.57,0.146,0.421,0.208,0,0,0,0,0,0,0.0451
0.333,0.582,0.116,0.421,0.146,0,0,0,0,0,0,0.0902
0.794,0.632,0.33,0.577,0.293,0,0,0,0,0,0.233,0.0902
1,0.653,0.548,0.94,0.399,0,0,0,0,0,0,0.683
0.894,0.63,0.644,0.939,0.434,0.201,0.0667,0,0,0,0,0.638
0.667,0.59,0.556,0.807,0.429,0.637,1,0,0,0,0,0.0451
0.772,0.556,0.459,0.794,0.45,0,0.983,0,0,0,0,0.254
1,0.562,0.0447,0.456,0.0823,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.563,0.0165,0.434,0.0509,0,0,0.0841,0.0702,0,0,0.0451
1,0.531,0.021,0.614,0.06,0,0,0.497,0.193,0.45,0,0.406
1,0.534,0.0274,0.614,0.0975,0,0,0.304,0,0,0,0
0.978,0.528,0.0507,0.649,0.22,0,0,0.216,0,0,0,0.305
0.667,0.554,0.0439,0.421,0.166,0,0,0,0,0,0,0.344
0.667,0.554,0.0633,0.421,0.196,0,0,0,0,0,0,0.417
0.667,0.549,0.0983,0.421,0.263,0,0,0,0,0,0,0.0451
0.394,0.555,0.0709,0.421,0.171,0,0,0,0,0,0,0.135
0.333,0.557,0.0674,0.421,0.148,0,0,0,0,0,0,0.361
0.333,0.557,0.0719,0.421,0.145,0,0,0,0,0,0,0
0.356,0.556,0.0827,0.421,0.15,0,0,0,0,0,0,0.0902
0.689,0.554,0.156,0.421,0.243,0,0,0.133,0.263,0.567,0,0.135
1,0.579,0.254,0.421,0.33,0,0,0,0,0.35,0,0
1,0.618,0.315,0.421,0.336,0,0,0,0,0,0.233,0
1,0.648,0.401,0.577,0.353,0,0,0,0,0,0,0.135
1,0.653,0.548,0.94,0.399,0,0,0,0,0,0,0.22
1,0.636,0.731,1,0.489,0,0,0,0,0,0,0.357
1,0.602,0.727,0.926,0.533,0,0,0,0,0,0,0.16
1,0.56,0.243,0.614,0.256,0,0,0,0,0,0,0.0608
1,0.554,0.122,0.553,0.168,0,0,0,0,0,0,0.206
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.559,0.0575,0.421,0.142,0,0,0,0,0,0.4,0.0451
1,0.549,0.13,0.421,0.273,0,0,0.237,0.158,0,0.533,0.226
0.783,0.547,0.179,0.421,0.289,0,0,0.651,0.386,0.45,0,0.226
0.667,0.549,0.186,0.421,0.253,0,0,0.317,0,0,0,0.271
0.667,0.549,0.202,0.421,0.244,0,0,0.317,0,0,0,0.361
0.367,0.556,0.131,0.421,0.154,0.723,0.9,0,0,0,0,0.18
0.633,0.55,0.249,0.421,0.227,0.693,0.233,0,0,0,0,0.0902
0.667,0.556,0.292,0.421,0.236,0.497,0,0.462,0.263,0.15,0,0.135
0.8,0.582,0.376,0.421,0.275,0,0,0.563,0,0.0667,0,0.0451
1,0.621,0.483,0.421,0.336,0,0,0.312,0,0,0,0.0902
1,0.649,0.528,0.618,0.356,0,0,0,0,0,0,0.135
0.95,0.648,0.617,0.918,0.385,0,0,0,0,0,0,0.161
0.667,0.611,0.551,0.807,0.35,0,0,0,0,0,0,0.323
0.883,0.592,0.768,0.932,0.569,0,0,0,0,0,0,0.393
1,0.553,0.639,0.923,0.585,0,0,0,0,0,0,0
1,0.522,0.279,0.807,0.311,0,0,0,0,0,0,0
1,0.519,0.115,0.714,0.141,0,0,0,0,0,0,0.0451
1,0.531,0.0395,0.614,0.0696,0,0,0,0,0,0,0
1,0.531,0.0263,0.614,0.056,0,0,0,0,0,0,0.18
1,0.531,0.0204,0.614,0.0509,0,0,0,0,0,0,0.135
1,0.545,0.0186,0.537,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.555,0.0959,0.421,0.193,0,0,0,0,0,0,0.671
1,0.546,0.194,0.421,0.304,0,0,0,0,0,0.233,0.358
0.867,0.544,0.234,0.421,0.315,0,0,0,0,0,0,0.0451
0.5,0.553,0.155,0.421,0.196,0,0,0,0,0,0.15,0.0902
0.967,0.542,0.318,0.421,0.322,0,0,0,0,0,1,0.18
1,0.541,0.381,0.421,0.329,0,0,0.546,0.263,0.45,0.0167,0.361
1,0.551,0.429,0.421,0.329,0,0,0.437,0,0,0,0.0902
1,0.582,0.463,0.421,0.331,0,0,0.159,0,0,0,0.18
1,0.621,0.483,0.421,0.336,0,0,0,0,0,0.233,0.226
1,0.649,0.528,0.618,0.356,0,0,0,0,0,0,0
0.867,0.641,0.555,0.87,0.352,0,0,0,0,0,0,0.0451
0.667,0.611,0.551,0.807,0.35,0,0,0,0,0,0,0
0.667,0.587,0.478,0.73,0.348,0,0,0,0,0,0,0
0.667,0.559,0.248,0.614,0.252,0,0,0,0,0,0,0
0.8,0.543,0.149,0.614,0.181,0,0,0,0,0,0,0
1,0.534,0.0714,0.614,0.102,0,0,0,0,0,0,0
1,0.531,0.0347,0.614,0.071,0,0,0,0,0,0,0
1,0.531,0.0225,0.614,0.0567,0,0,0,0,0,0,0
1,0.531,0.0173,0.614,0.0509,0,0,0,0,0,0,0.135
1,0.531,0.0172,0.614,0.0511,0,0,0,0,0,0,0.18
0.811,0.55,0.0176,0.505,0.0511,0,0,0,0,0,0,0
0.667,0.557,0.0216,0.482,0.0787,0,0,0,0,0,0,0.203
0.667,0.54,0.044,0.553,0.184,0,0,0,0,0,0,0.289
0.394,0.552,0.0486,0.421,0.187,0,0,0,0,0,0.317,0.0804
0.333,0.557,0.0508,0.421,0.162,0,0,0,0,0,1,0.0451
0.333,0.557,0.0573,0.421,0.157,0,0,0,0,0,0.317,0.0451
0.333,0.557,0.0627,0.421,0.153,0,0,0,0,0,0,0
0.333,0.557,0.0674,0.421,0.148,0,0,0,0,0,0,0.0451
0.333,0.557,0.0719,0.421,0.145,0,0,0,0,0,0,0
0.333,0.557,0.0784,0.421,0.144,0,0,0,0,0,0,0.18
0.333,0.56,0.0837,0.421,0.144,0,0,0,0,0,0,0.226
0.228,0.565,0.0663,0.421,0.114,0,0,0,0,0,0,0.0451
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.0222,0.567,0.0267,0.432,0.0581,0,0,0,0,0,0,0.0902
0.522,0.61,0.303,0.696,0.236,0,0,0,0,0,0,0.18
0.772,0.618,0.58,0.868,0.398,0,0,0,0,0,0,0.0451
1,0.593,0.524,0.781,0.391,0,0,0,0,0,0,0.0451
1,0.56,0.243,0.614,0.256,0,0,0,0,0,0,0.316
1,0.544,0.142,0.614,0.189,0,0,0,0,0,0,0
1,0.545,0.06,0.553,0.0977,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.557,0.0216,0.482,0.0787,0,0,0,0,0,0,0
0.894,0.515,0.0609,0.746,0.271,0,0,0,0,0,0,0.558
0.289,0.554,0.0383,0.421,0.151,0,0,0,0,0,0,0.107
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0.0931
0.0222,0.564,0.0192,0.421,0.0578,0,0,0,0,0,0,0
0.333,0.557,0.0627,0.421,0.153,0,0,0,0,0,0,0.18
0.333,0.557,0.0674,0.421,0.148,0,0,0,0,0,0,0.135
0.333,0.557,0.0719,0.421,0.145,0,0,0,0,0,0,0.406
0.333,0.557,0.0784,0.421,0.144,0,0,0,0,0,0,0.316
0.333,0.56,0.0837,0.421,0.144,0,0,0,0,0,0,0.316
0.228,0.565,0.0663,0.421,0.114,0,0,0,0,0,0,0.18
0.189,0.57,0.0471,0.421,0.0808,0,0,0,0,0,0,0
0.439,0.602,0.194,0.525,0.186,0,0,0,0,0,0,0.226
0.667,0.624,0.37,0.767,0.283,0.19,0.317,0,0,0,0,0.135
0.939,0.631,0.69,0.965,0.465,0.592,0.133,0,0,0,0,0.478
1,0.593,0.589,0.83,0.446,0,0,0,0,0,0,0.139
1,0.565,0.194,0.553,0.202,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.557,0.0216,0.482,0.0787,0,0,0,0,0,0,0.161
1,0.54,0.044,0.553,0.184,0,0,0,0,0,0,0.519
1,0.541,0.0818,0.421,0.316,0,0,0,0,0,0,0.337
0.728,0.548,0.0914,0.421,0.295,0,0,0,0,0,0,0.508
0.394,0.555,0.0645,0.421,0.177,0,0,0,0,0,0,0.0992
0.333,0.557,0.0627,0.421,0.153,0,0,0,0,0,0,0.0451
0.228,0.559,0.0505,0.421,0.118,0,0,0,0,0,0,0
0.0222,0.564,0.0203,0.421,0.0571,0,0,0,0,0,0,0.0451
0.333,0.557,0.0784,0.421,0.144,0,0,0,0,0,0,0.226
0.333,0.56,0.0837,0.421,0.144,0,0,0,0,0,0,0.0902
0.439,0.574,0.125,0.421,0.174,0,0,0,0,0,0.233,0.0902
0.856,0.612,0.275,0.421,0.295,0,0,0,0,0,0,0.0451
1,0.638,0.351,0.525,0.319,0.143,0.0667,0,0,0,0,0.361
1,0.647,0.519,0.91,0.379,0.639,0.85,0,0,0,0,0
1,0.636,0.731,1,0.489,0.604,0,0,0,0,0,0.0451
1,0.602,0.826,1,0.618,0.682,0,0,0,0,0,0
1,0.561,0.468,0.781,0.447,0.658,0,0,0,0,0,0.0912
1,0.544,0.142,0.614,0.189,0.201,0,0,0,0,0,0
1,0.559,0.028,0.456,0.0635,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0172,0.482,0.0511,0,0,0,0,0,0,0.212
1,0.521,0.0237,0.675,0.0687,0,0,0,0,0,0,0.181
0.978,0.505,0.0374,0.794,0.138,0,0,0,0,0,0,0.526
0.667,0.527,0.0524,0.649,0.228,0,0,0,0,0,0,0.316
0.394,0.552,0.0486,0.421,0.187,0,0,0,0,0,0,0.247
0.333,0.557,0.0508,0.421,0.162,0,0,0,0,0,0,0.0902
0.333,0.557,0.0573,0.421,0.157,0.312,0.317,0,0,0,0,0
0.522,0.552,0.0898,0.421,0.209,0.253,0.133,0.518,0.263,0.567,0,0.0902
0.667,0.549,0.118,0.421,0.244,0,0,0.65,0,0.35,0,0.226
0.667,0.549,0.128,0.421,0.238,0,0,0.621,0,0,0.233,0.135
0.667,0.549,0.141,0.421,0.236,0,0,0.83,0,0,0,0
0.667,0.554,0.151,0.421,0.236,0,0,0.199,0,0,0,0.18
0.667,0.574,0.175,0.421,0.237,0,0,0,0,0,0,0.226
0.689,0.602,0.223,0.421,0.247,0,0,0,0,0,0,0.271
1,0.648,0.401,0.577,0.353,0.237,0.217,0,0,0,0,0.221
1,0.653,0.548,0.94,0.399,1,0,0,0,0,0,0.531
1,0.635,0.713,0.987,0.477,0.435,0,0,0,0,0.233,0.103
1,0.59,0.556,0.807,0.429,0,0,0,0,0,0,0.189
1,0.556,0.459,0.794,0.45,0,0,0,0,0,0,0.254
1,0.558,0.0835,0.505,0.125,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.544,0.0182,0.543,0.0512,0,0,0,0,0,0,0.0902
0.811,0.517,0.0224,0.698,0.0601,0,0,0,0,0,0,0.596
0.667,0.534,0.0274,0.614,0.0975,0,0,0,0,0,0,0.386
0.394,0.56,0.0194,0.456,0.067,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.606,0.558,0.0449,0.421,0.142,0,0,0,0,0,0,0.406
0.394,0.563,0.0235,0.421,0.0706,0,0,0,0,0,0,0
0.333,0.558,0.0545,0.421,0.134,0,0,0,0,0,0,0.392
0.333,0.557,0.0674,0.421,0.148,0,0,0,0,0,0,0.154
0.333,0.557,0.0719,0.421,0.145,0,0,0,0,0,0,0.0451
0.356,0.556,0.0827,0.421,0.15,0,0,0,0,0,0,0.0902
0.772,0.555,0.174,0.421,0.266,0,0,0,0,0,0,0
0.833,0.576,0.213,0.421,0.284,0,0,0,0,0,0,0.0451
0.728,0.603,0.233,0.421,0.258,0,0,0,0,0,0.317,0.0902
0.5,0.607,0.215,0.525,0.204,0,0,0,0,0,0.383,0.135
0.689,0.625,0.385,0.78,0.292,0,0,0,0,0,0.0667,0
1,0.636,0.731,1,0.489,0,0,0,0,0,0.867,0.226
1,0.602,0.809,0.987,0.603,0,0,0,0,0,0,0.0451
1,0.562,0.41,0.733,0.396,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.551,0.0195,0.498,0.0511,0,0,0,0,0,0,0.0902
1,0.518,0.0236,0.691,0.0732,0,0,0,0,0,0.233,0
1,0.504,0.034,0.807,0.154,0,0,0,0,0,0,0.226
0.917,0.53,0.0442,0.653,0.202,0,0,0,0,0,0,0.135
1,0.554,0.0542,0.421,0.166,0,0,0,0,0,0.233,0
0.867,0.557,0.0743,0.421,0.162,0,0,0,0,0,0,0.135
0.667,0.552,0.139,0.421,0.225,0,0,0,0,0,0,0.135
0.533,0.552,0.15,0.421,0.214,0,0,0,0,0,0,0.556
0.333,0.557,0.11,0.421,0.147,0,0,0,0,0,0,0.0895
0.333,0.557,0.122,0.421,0.144,0,0,0,0,0,0,0.202
0.333,0.557,0.14,0.421,0.144,0,0,0,0,0,0,0.329
0.333,0.56,0.155,0.421,0.144,0.283,0.4,0,0,0,0,0.481
0.333,0.571,0.167,0.421,0.144,0.571,0.05,0,0,0,0,0.0902
0.683,0.605,0.337,0.421,0.246,0.579,0,0,0,0,0.233,0.135
1,0.649,0.528,0.618,0.356,0.55,0.45,0,0,0,0,0
0.7,0.626,0.461,0.788,0.298,0.206,0,0,0,0,0,0
0.717,0.614,0.595,0.836,0.376,0.677,0.45,0,0,0,0,0
1,0.598,0.87,1,0.63,0,0,0,0,0,0,0
1,0.546,0.706,1,0.654,0,0,0,0,0,0,0
1,0.5,0.409,1,0.441,0,0,0,0,0,0,0
1,0.516,0.123,0.733,0.148,0,0,0,0,0,0,0
1,0.545,0.0352,0.537,0.0662,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.528,0.0307,0.672,0.135,0,0,0,0,0,0,0.326
1,0.525,0.055,0.653,0.248,0,0,0,0,0,0,0.313
1,0.544,0.0898,0.421,0.28,0,0,0,0,0,0,0.237
1,0.542,0.181,0.421,0.373,0,0,0.56,0.263,0.4,0.233,0
1,0.541,0.234,0.421,0.368,0,0,0.318,0,0.283,0,0.0451
1,0.541,0.269,0.421,0.354,0,0,0.485,0,0,0,0.0451
1,0.541,0.293,0.421,0.34,0,0,0.534,0,0,0,0.0451
1,0.541,0.328,0.421,0.331,0,0,0.313,0,0,0,0.0451
1,0.541,0.381,0.421,0.329,0,0,0.466,0,0,0,0.271
0.783,0.553,0.338,0.421,0.269,0,0,0.0963,0,0,0,0.249
0.583,0.576,0.279,0.421,0.214,0,0,0,0,0,0,0
0.967,0.62,0.468,0.421,0.327,0,0,0,0,0,0,0.361
1,0.649,0.528,0.618,0.356,0,0,0,0,0,0.233,0.0451
1,0.652,0.654,0.947,0.405,0,0,0,0,0,0,0.18
1,0.634,0.817,1,0.499,0,0,0,0,0,0,0.0902
1,0.598,0.87,1,0.63,0,0,0,0,0,0,0
0.917,0.55,0.664,0.952,0.611,0,0,0,0,0,0,0
1,0.516,0.338,0.875,0.371,0,0,0,0,0,0,0.18
1,0.516,0.115,0.73,0.143,0,0,0,0,0,0,0
1,0.542,0.0321,0.553,0.0683,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0189,0.482,0.0596,0,0,0,0,0,0,0
1,0.526,0.0328,0.675,0.125,0,0,0,0,0,0,0.412
0.978,0.524,0.0538,0.685,0.236,0,0,0,0,0,0,0.145
0.667,0.545,0.0669,0.421,0.259,0,0,0,0,0,0,0.43
0.561,0.552,0.073,0.421,0.24,0,0,0,0,0,0,0.449
0.228,0.559,0.0431,0.421,0.124,0,0,0,0,0,0,0.32
0.106,0.562,0.0321,0.421,0.0819,0,0,0,0,0,0,0.0451
0.333,0.557,0.0674,0.421,0.148,0,0,0,0,0,0,0.406
0.333,0.557,0.0719,0.421,0.145,0,0,0,0,0,0,0
0.333,0.557,0.0784,0.421,0.144,0,0,0,0,0,0,0.0451
0.333,0.56,0.0837,0.421,0.144,0,0,0,0,0,0,0.0873
0.356,0.571,0.102,0.421,0.15,0.419,0.45,0,0,0,0,0.0451
0.772,0.608,0.252,0.421,0.271,0.592,0,0,0,0,0,0.213
1,0.648,0.401,0.577,0.353,0.494,0,0,0,0,0.317,0.361
1,0.653,0.548,0.94,0.399,0,0,0,0,0,0.85,0.0451
1,0.636,0.731,1,0.489,0,0,0.26,0.263,0.0667,0,0.135
1,0.597,0.675,0.891,0.504,0,0,0.523,0,0.15,0,0
1,0.561,0.421,0.746,0.407,0,0,0.303,0,0,0,0.0451
1,0.548,0.104,0.566,0.147,0,0,0,0,0,0,0
1,0.559,0.028,0.456,0.0635,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.833,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0189,0.482,0.0596,0,0,0,0,0,0,0.615
1,0.524,0.0339,0.688,0.131,0,0,0,0,0,0,0.262
0.728,0.518,0.0586,0.72,0.26,0,0,0,0,0,0,0.477
0.644,0.544,0.0694,0.421,0.273,0,0,0,0,0,0,0.156
0.333,0.557,0.0508,0.421,0.162,0,0,0,0,0,0,0.0902
0.333,0.557,0.0573,0.421,0.157,0,0,0,0,0,0,0.0902
0.333,0.557,0.0627,0.421,0.153,0,0,0,0,0,0,0.18
0.144,0.561,0.038,0.421,0.0933,0,0,0,0,0,0,0
0.189,0.56,0.0489,0.421,0.104,0,0,0,0,0,0,0.0902
0.522,0.552,0.114,0.421,0.196,0,0,0,0,0,0.0667,0.18
0.667,0.554,0.151,0.421,0.236,0,0,0,0,0,0.167,0.406
0.667,0.574,0.175,0.421,0.237,0,0,0,0,0,0,0.226
0.667,0.6,0.216,0.421,0.241,0,0,0,0,0,0,0.226
0.833,0.635,0.34,0.566,0.304,0,0,0,0,0,0.0667,0.333
0.939,0.647,0.519,0.91,0.379,0.695,0.45,0,0,0,0.633,0
1,0.636,0.731,1,0.489,0.089,0,0,0,0,0,0
1,0.602,0.826,1,0.618,0,0,0,0,0,0,0.29
1,0.556,0.582,0.891,0.557,0,0,0.356,0.263,0.317,0,0.271
1,0.526,0.264,0.794,0.323,0,0,0.699,0,0.133,0,0
1,0.523,0.074,0.675,0.114,0,0,0.427,0,0,0,0.0451
1,0.508,0.049,0.746,0.0884,0,0,0.558,0,0,0,0
1,0.531,0.0221,0.614,0.0567,0,0,0.564,0,0,0,0.0451
1,0.531,0.0171,0.614,0.0509,0,0,0.691,0,0,0,0.0451
1,0.542,0.0161,0.553,0.0509,0,0,0.485,0,0,0,0.0451
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.557,0.0317,0.421,0.125,0,0,0,0,0,0.233,0.244
0.394,0.552,0.0472,0.421,0.189,0,0,0,0,0,0,0
0.333,0.557,0.0494,0.421,0.165,0,0,0,0,0,0,0.135
0.333,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0.361
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0.0902
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.0451
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.0451
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0
0.356,0.56,0.0858,0.421,0.153,0,0,0,0,0,0,0.18
0.583,0.571,0.147,0.421,0.219,0,0,0,0,0,0.233,0.0902
0.667,0.6,0.208,0.421,0.249,0,0,0,0,0,0,0
0.478,0.604,0.187,0.473,0.204,0,0,0,0,0,0,0.0902
0.333,0.594,0.187,0.594,0.182,0,0,0,0,0,0,0.0451
0.439,0.594,0.329,0.675,0.288,0,0,0,0,0,0,0.0902
0.939,0.599,0.748,0.965,0.673,0,0,0,0,0,0,0.343
1,0.557,0.614,0.926,0.665,0,0,0,0,0,0,0.24
1,0.554,0.118,0.553,0.173,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.54,0.0254,0.579,0.093,0,0,0,0,0,0,0.0902
0.728,0.54,0.0427,0.553,0.186,0,0,0,0,0,0.233,0.159
0.583,0.546,0.0631,0.421,0.255,0,0,0,0,0,0,0.419
0.667,0.549,0.0825,0.421,0.279,0,0,0,0,0,0,0.663
0.667,0.549,0.095,0.421,0.268,0,0,0,0,0,0,0.525
0.561,0.552,0.0901,0.421,0.228,0,0,0,0,0,0,0.287
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.342
0.439,0.554,0.0882,0.421,0.177,0,0,0,0,0,0,0.0869
0.667,0.549,0.136,0.421,0.242,0,0,0,0,0,0,0.456
0.667,0.554,0.146,0.421,0.242,0,0,0,0,0,0,0.313
0.394,0.57,0.105,0.421,0.164,0,0,0,0,0,0,0.232
0.606,0.598,0.192,0.421,0.231,0,0,0,0,0,0,0.271
0.583,0.614,0.235,0.525,0.242,0,0,0,0,0,0.0667,0.135
0.667,0.624,0.357,0.767,0.313,0.361,0.45,0,0,0,0.167,0.0451
0.689,0.613,0.493,0.82,0.407,0.258,0,0,0,0,0,0.186
1,0.602,0.717,0.939,0.632,0,0,0,0,0,0,0.155
1,0.555,0.453,0.807,0.506,0,0,0,0,0,0,0.258
1,0.546,0.183,0.637,0.251,0,0,0,0,0,0.233,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.917,0.54,0.0196,0.566,0.0582,0,0,0,0,0,0,0.0451
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.561,0.024,0.421,0.0879,0,0,0,0,0,0.317,0.0451
0.478,0.557,0.0366,0.421,0.138,0,0,0,0,0,0.15,0.445
0.0611,0.563,0.022,0.421,0.0721,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.189,0.56,0.0422,0.421,0.109,0,0,0,0,0,0,0.135
0.228,0.559,0.0491,0.421,0.12,0,0,0,0,0,0,0.226
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.25,0.559,0.0611,0.421,0.122,0,0,0,0,0,0,0.18
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.106,0.569,0.0445,0.421,0.0817,0,0,0,0,0,0,0.0451
0.522,0.594,0.169,0.421,0.207,0,0,0,0,0,0,0.211
0.644,0.618,0.253,0.514,0.26,0,0,0,0,0,0,0.465
0.522,0.61,0.292,0.696,0.261,0,0,0,0,0,0,0.214
0.772,0.618,0.559,0.868,0.459,0,0,0,0,0,0,0.492
1,0.602,0.796,1,0.711,0.309,0.317,0,0,0,0,0.139
1,0.555,0.499,0.842,0.552,0.353,0.133,0,0,0,0,0.0902
1,0.537,0.202,0.698,0.273,0,0,0,0,0,0,0
1,0.559,0.0283,0.456,0.0635,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.56,0.0589,0.421,0.121,0,0,0,0,0,0,0.0451
1,0.549,0.154,0.421,0.268,0,0,0.154,0.263,0.0667,0,0.18
0.728,0.555,0.112,0.421,0.175,0,0,0.318,0,0.383,0,0.135
